Trial,Mu_Option1,Mu_Option2,Mu_Option3,Reward_Option1,Reward_Option2,Reward_Option3
1,60.6444163629885,50.2063241123495,63.5924276034529,57.7567976505708,54.7198277364382,64.7905034592081
2,61.015145417344,50.152433902451,65.6344093223928,66.6443246735387,58.353223501355,73.6802998042733
3,59.7022188442226,51.6973492796345,67.4555803548382,57.9235264368703,55.8179607322229,72.5286693560097
4,60.988894311898,52.6907186323752,68.9011098230585,56.4761884201564,56.0974846783285,61.6662611232283
5,61.8090652094419,53.5812145221726,68.5909014208643,60.4634088823184,46.9745751564969,62.8962166706072
6,61.6427685811055,52.5570625003456,68.8069301004414,65.6299738805488,52.2070212629822,70.4166133095296
7,63.2396719673671,52.4269479808729,70.6987967843662,53.1389571432174,56.7469704531787,70.8192349721424
8,63.6310862171189,52.592046403285,70.0503690491218,64.111557708296,55.1304309895495,62.0210685825169
9,64.1161457602901,52.650225801792,70.0607086066044,57.2652786019111,56.0075095793514,79.7090218727674
10,63.8791284714565,51.632075635197,70.9323575723943,67.5257149823134,45.8967641511786,71.5945646589093
11,62.256545958219,50.4682445145604,68.8378272117997,59.3651975598716,48.5180129666454,70.2316908987746
12,61.8908683654797,50.7402994512369,68.9719823216272,57.1900436722712,50.403997039232,71.2231388838111
13,61.293795299139,50.5164429221284,68.409207475375,55.6008352864693,55.276926283224,67.8568339402164
14,62.1826163452275,49.3827531588669,70.2229855708394,61.3615606636658,52.0540849597263,65.1833368421428
15,60.6281930999528,49.1595561436834,69.2714168626062,52.7950981653817,51.9422640450935,78.5286307865103
16,61.5669593920944,49.3358575584952,69.0097657976813,56.8965915020668,49.1901661338636,65.9460260701055
17,60.9962167800696,52.3624423487217,69.3329665257098,69.5187682572137,52.2804935136941,62.2244382464012
18,61.2419407325275,51.0796395906355,68.8465564850513,63.2375164923177,49.4637880999839,67.3844781760344
19,61.5078967903193,51.022597147874,68.5307639870065,66.3653781258016,39.5395715548095,67.4959960081209
20,60.724957399648,50.2045404902634,67.5146967183989,57.9715912152794,55.6889180482452,62.4199658633426
21,61.4436522047128,49.9208358716304,67.3487882413017,61.412349827121,44.4690904229639,72.8090191916794
22,61.3322841150085,47.1364434027991,67.3460048631851,64.4454424117588,51.7256558381849,79.7565485970757
23,62.1225888897261,48.2742004207352,69.4349671452796,56.2803719734274,45.5171143411215,74.5285762253732
24,62.214532217485,47.3552761741708,68.1118044846815,71.9834350939322,40.3405923804642,73.261491885925
25,63.6889180019925,47.8110766446229,66.9211577290057,64.1042132605976,53.4863362312324,66.4857865296867
26,62.3761336575005,48.6349719069569,67.4067867241088,62.8916626681362,40.3049380608253,64.9222752927187
27,62.6935936183389,47.3459945760543,69.1558289105492,65.4571955671185,48.4932409677716,69.1241482423965
28,61.5784326334862,47.1341264140428,68.5167653639284,56.0538752313711,48.0762632344253,63.7509564027491
29,61.9625816054845,48.058944493045,68.031850036256,60.8514234476021,45.9642165529979,70.3633051303111
30,62.1604487477291,49.6317036576505,67.1359548088174,58.782936146626,47.5229314736818,60.0965139808585
31,63.5476145020862,47.9542747133411,67.4657014052578,66.3010297751587,54.9354361960973,70.7871187300705
32,62.5042205517958,48.8512842550039,67.0072700671323,60.5132936655932,50.3934300664888,74.8218329332996
33,61.3305360775036,48.4018666776116,67.3480612493752,65.7623539282837,50.6152182425839,65.2313811436065
34,60.230755696763,48.9421404058439,66.2030688185266,59.1692554414531,40.3362328385069,72.9621540548784
35,59.629861356511,48.459523061764,65.9934310332062,64.6644097658013,45.8463817003743,68.4655155231709
36,58.3393215042519,49.8647596459445,65.0682864877363,64.6130124042367,44.4758022253158,71.0615918755527
37,57.8165853553555,47.830264222321,64.0947395534303,59.3210687217615,46.9273446523192,65.1294730378976
38,57.7472047016379,48.7067206910536,62.9916977038767,52.1187211803366,45.7748499068688,70.2680613272447
39,59.1631686926053,47.3193717155009,62.3724362818566,56.7555664693499,46.3510082249155,69.9075593429089
40,59.0613238876947,48.9987174749503,63.2541278906378,57.645809728691,48.4424062960643,57.708533916864
41,60.5665015080016,47.9500481973048,62.9920013420913,61.5997761489667,36.7577883476282,65.6097096458531
42,62.2381829633132,47.7771451006625,61.2665167132763,63.8357902676117,46.5769597481824,61.9639008212508
43,60.928662613524,47.2071553652983,62.5724727780474,61.8080674275617,57.0056368487191,69.4334972709022
44,63.2571385477349,46.6354282931983,63.0503452949877,62.606420052753,36.9244869266651,67.3524322110456
45,64.3020337545462,47.2472612613457,64.1733932931832,68.3773855796359,57.0331503212061,73.8928542790963
46,64.6758528113477,48.2360974158092,63.2445901594483,58.2760471247213,49.4955493636753,62.3935657763893
47,64.6699909686779,50.0455430557705,63.5215946174664,70.8066095263528,51.1104690421115,56.2526854233342
48,65.0930125371515,50.8014946857364,62.4614270554039,68.362046613107,50.1052910299171,63.6928288255574
49,63.6163147235234,52.1125574728226,61.5103967966962,54.072271282,55.0453807584136,57.5353297763614
50,64.8858067647827,51.9737343634049,61.6024197048281,61.8765554161443,46.525564481401,62.5961219890484
51,64.0627909998236,50.8551099378048,60.196287362007,60.1729642565317,47.7030213955611,63.9269692955212
52,64.817742317139,50.5200846183174,57.3118684170217,67.4788135090584,51.6649397422757,59.0850373178467
53,65.4454236071465,51.5283193262454,57.9131399426016,61.8073293984393,51.9837657822005,56.6047342714718
54,64.8828928307565,50.8591049775032,58.9704466124166,70.1428865113771,46.2039060368333,55.6123486283416
55,64.9154652983186,51.4499726669351,58.6905537956459,76.3290627105463,51.9557981073034,55.858615790297
56,65.1177308114969,51.4071492997227,60.0251255035377,69.0230312766119,54.4962154930619,60.6492076027968
57,65.9064434052603,50.1047076614883,59.6388375649759,69.6938981472033,55.7917229787716,62.1029881511139
58,65.3775111700675,49.6708627860681,59.9036395267429,69.9620650045264,41.7520491102999,60.6255226017318
59,65.8886062299256,49.725462501717,59.9345377628147,62.6521297887652,55.6142043461761,63.5026314672836
60,64.3792937806174,50.9442957714284,60.4567836666387,65.3201173931684,55.8737281631978,56.2134201770356
