Trial,Mu_Option1,Mu_Option2,Mu_Option3,Reward_Option1,Reward_Option2,Reward_Option3
1,54.3757782279412,45.3572493026409,52.7308292777198,56.6118101801483,38.9106051616658,54.0023587615161
2,54.3525334433715,45.2770206724457,53.3649415032486,55.5436784287791,44.4663639000783,47.5460441792678
3,53.9950505599571,45.6211739012722,54.2633847831452,56.1399898489883,33.845595940739,56.3616938485595
4,52.7177898070246,47.3473637409931,55.2198249363579,47.9586034091389,53.2721967177666,56.5435759488078
5,53.9959219449374,48.2481912109083,55.5417622445222,58.0460069172894,57.1863918653686,59.2727275283138
6,51.6585025520849,44.8798091646905,55.9349899874188,54.5907526165554,45.5043080154221,62.5956711112109
7,51.9456397277283,42.9440049847214,56.3929404751982,53.7270752997448,39.7293957791258,52.8282380119349
8,51.2347292072981,43.1391587142152,55.67944259655,49.77614104549,42.2570882603058,52.6237011958497
9,52.5550750733807,43.8168097098513,55.8539795742242,61.7858437649063,39.6307883054736,57.7104087719919
10,52.5564698507594,44.2409333899478,56.0251573820453,54.6710442746598,44.4172591345918,58.0386428033997
11,52.6763965317516,44.2550417971581,55.6420554229684,52.0843962479928,38.546064357389,54.3146799085863
12,53.486886708608,46.0734794376649,54.687182944541,45.9569968000535,51.9503718321575,47.3515488875461
13,53.8869918447028,47.4653886857622,54.9732249779308,57.7190216810716,54.2874806689288,54.5931014480226
14,52.9275522567176,49.1571364523831,55.4318205561991,48.3099996899238,45.7865427596129,48.3302811284876
15,52.6781167581998,48.4779587651013,55.7393878606845,43.842066157552,49.3362358933903,55.1723141509148
16,50.1381813752375,48.1122239564644,55.9844405579962,58.0097393284359,53.1184691772751,52.2293865877003
17,49.643349778849,49.8639982811023,55.689365634377,48.8652954993847,49.2345803828672,58.604602044179
18,49.4900285239928,49.5914283876887,55.4244152744319,53.4081795427904,45.4940056093697,43.4430967178466
19,48.1812808022352,50.704410172798,54.9953157122748,52.0846939414771,52.2468656709644,55.2541461597204
20,47.1139078683299,50.9216211939195,54.290664659099,54.862176699507,57.2715892827695,54.2932250312468
21,48.1699382176762,49.7354087708456,53.9874617431674,44.5098125635308,56.6271137614844,48.2042952094948
22,46.3302452951944,50.7391165435678,51.917940489084,40.1147230687654,49.6873956528571,45.5834993434786
23,44.9001773645772,50.8287886728755,52.6697284728028,44.4988436162719,53.2217164290125,55.1864241516652
24,44.6254644236878,50.6662533852128,52.9241492446987,45.4893731660855,49.8550806965156,52.6274113805651
25,45.8840060426951,48.3943242564133,51.5228179983657,51.2860792481315,47.7535710542822,52.1203164569307
26,45.6652471864591,47.1512026148979,51.5857131984394,45.594783529081,53.2407950047759,47.4849968657782
27,45.1252306497575,46.9493713628685,52.6452734164453,54.7116596825309,42.4133800482011,50.8142168589467
28,44.328724034559,45.9716681041295,52.3706020582079,43.0632147298956,51.2976092238268,55.2263816240457
29,43.2317315136603,45.8543923057682,53.3867746186892,38.1949267172614,49.3752143602869,55.4196383978854
30,44.4989281222074,46.9159839354955,54.3072240238857,47.4933207902413,43.3635392151411,41.3519888425873
31,45.1763466006828,46.2326624334716,54.2944730199905,50.7513041969219,44.9961448321358,55.2617702808678
32,46.410959283596,44.8505275478059,54.2398579085885,38.225075249117,40.9627701435042,58.338558781051
33,45.9732219145424,44.7722658647065,54.1519704264769,35.904699383038,42.5932322025103,58.9742342582447
34,46.9375290574463,45.5922748754925,54.5070125417911,49.7028622630624,38.5052493401266,60.2817354491498
35,46.5076118691222,47.1312303976883,56.2482209313677,48.3847634461644,41.7936633940166,55.7132584208201
36,45.6135166089021,46.9614017232008,57.9449877962682,45.7692053637799,46.5832357886672,59.1931498384691
37,48.0732187221316,47.6771511499148,57.9146065227275,42.9442177051308,47.6568854507892,59.6152599623588
38,49.9376276980303,46.3087262702083,57.700418708894,53.3261622423353,54.5538454536264,58.8790977165646
39,50.2167463482672,46.7931194992587,56.5883867801774,41.4602532467055,58.3244196160529,61.8906994763819
40,50.2362158360178,44.8739187159192,57.3384029726195,52.4128699161755,45.1613450360199,43.1787016243827
41,49.2990890566659,44.2345484087556,58.3153719647279,54.1327453529253,42.5656685905281,62.7793001162289
42,49.3808332368511,42.9672659463596,57.0623739548953,48.8425545590656,36.6754308160026,57.2022644619572
43,48.8528637270534,42.3546961575312,56.9025901499789,41.1315782312888,42.4885919356757,52.9936957360498
44,48.5018125476604,43.2237827253361,56.4059548271603,37.7041947105229,48.1825557964537,59.3847194182182
