Trial,Mu_Option1,Mu_Option2,Mu_Option3,Reward_Option1,Reward_Option2,Reward_Option3
1,43.2620903457427,49.1445246008347,52.0250425799039,39.5842467632934,47.3451982539685,50.769450180543
2,43.0904593218817,49.5364860946647,52.5869419430885,41.3174602945561,44.0602414729755,58.8554714561039
3,44.3956367656197,47.6102816383445,53.395564688655,45.144356775214,45.5648902460046,57.7117078348389
4,43.5573678767999,48.6792623897292,52.5103814821418,36.3453122221101,50.4646161630274,49.3918378165726
5,42.8568001140582,47.9788796362198,53.7859913291557,34.4928097591804,40.7100772880613,44.0022861949936
6,42.2359672795411,48.7951835540122,55.0350750011326,43.9898510311411,46.9197881864855,55.720591234012
7,41.1384471518618,50.0478692707498,54.5123216856808,33.5095839959623,47.5872983358006,67.135013028121
8,42.7965280882087,49.340275973018,54.2287983285165,46.1678832910087,49.2185760132,58.1156293147919
9,41.1932751414179,51.5604468211007,52.637138264445,42.2991865947849,48.2723572966271,56.1509212671916
10,41.2391691499757,51.3215626888545,52.5324390618211,45.9010346160513,57.4537269760612,55.6356834219453
11,41.323335419085,49.8335316472579,52.2616493029258,43.7899705780343,49.3503530852843,51.5293749603524
12,39.9397121140339,49.3752647322567,51.2776843805005,38.8725139983914,45.6610745185168,36.5922266342972
13,39.2584292768309,47.9484142997399,49.4905640349801,43.9322639485037,45.9686182658023,52.4279925816756
14,39.8075922811182,49.9081716810098,49.5906074896713,38.4430258375161,50.4086047994433,47.7866688133897
15,38.7783553443865,51.4600329651362,48.3122044866171,32.6710491184779,64.478828254332,44.0356555611604
16,38.074911276002,51.066197372219,47.3258449618807,38.1133818849401,47.5194757805201,50.3455042925279
17,37.83622982469,52.6283453964559,47.6367058710753,39.8286004762972,44.4621564346475,49.8260722392545
18,38.5261963293814,52.5742374735831,45.9713610007259,36.6261967601665,53.2274533531473,45.6716051196191
19,37.9437816924114,52.2677633167002,46.30588600932,33.6194508240355,47.0888721714813,53.2509144813258
20,37.3792510991207,52.040211121904,47.4343373120598,43.3835721401411,51.4117822905466,54.178704525222
21,38.6233939056409,51.4777303963055,48.3998821068593,37.6945928903576,50.7089884651713,54.4475498081567
22,36.8015976948485,50.8958175812717,49.4345906022828,36.5588921823093,49.2918562899753,56.8890429496662
23,36.3501722684735,50.6168332920591,50.9066864595929,43.512641889732,60.7704432671217,49.8733071763187
24,35.7020393863817,49.965662350515,51.4599674428152,39.2424359144104,55.5536317697535,51.7619065953734
25,34.62636335994,50.5430472116809,51.2948241182077,29.1396138559324,49.8446357831279,46.9103009034395
26,35.8706582127347,51.0330798344255,50.409494229687,35.4916038239011,43.0166382815169,54.0570711244923
27,36.3769528249924,50.4559629133241,51.0016289839879,39.6860538861073,55.910974981211,57.5839511475525
28,36.088285934298,50.7073070950106,52.0676981658513,34.3327583800064,62.7773476128262,54.4943900611506
29,35.5816029474181,50.0333449809811,54.9711092692217,40.2509802508676,43.4602904682085,47.1312435670941
30,35.1135524346601,48.127772844988,56.3513235093409,32.5799641520317,47.3275868291645,54.3700020550388
31,34.7040304795648,47.7762147580489,56.8475177576691,30.8281340714063,46.7232184305398,57.7216077415525
32,35.9186132411622,47.079613831574,56.8897130081641,33.8652142582445,49.6278641535862,62.5732367439063
33,36.4224926701073,48.5604858758869,57.6428987442011,45.1443622379829,58.0316138345179,59.7989966889985
34,35.9395005337184,48.8395783503473,58.1020707113436,28.866667408026,47.9079126517221,51.5258915409338
35,37.1548638557022,48.6246358882669,57.7306789648853,46.629966710949,39.0405540973286,41.6488820083077
36,36.4057256740192,49.238383388138,58.6243311537045,35.7187112948828,44.2051897744838,50.9886521842874
37,37.5042617982595,50.6252719389056,59.4859418306439,32.872768663329,54.173054200364,65.7939145243696
38,36.678362397968,48.880126044726,59.0319037390415,28.6854238164981,47.8203881995582,52.4690100891446
39,38.7249570583054,48.3981173747654,58.0801965661038,40.7053991992424,51.7094824198203,55.4405465728193
40,38.0773114101173,47.4096443111567,58.4092277736781,32.9611305098145,45.1380112594777,61.9357276350968
41,38.5075832182951,47.5409934701625,58.3577537344052,44.8207090890793,46.0938610192449,61.6911828681012
42,38.4878901164276,46.8860078095762,60.0407283164821,40.6903653624906,41.3672708465944,52.5800749470254
43,38.7520943194986,46.8538580162892,59.4792709120929,42.0577306513769,47.0747231673732,59.0132807119415
44,39.5192064109,47.1806501902684,60.2194812490723,40.1304283916754,49.8383907228352,62.1033106396776
45,39.8888860937406,47.4233364618954,60.9194311130247,42.8939365875348,55.1184000325351,58.4566169398768
46,39.2988835547511,48.8852387875828,60.6370903776472,46.6759929835015,41.6459069493938,66.4369500449965
47,40.5307200352876,50.1142330499596,63.1321170196584,37.1858300453053,47.1798632396118,58.430520799056
48,40.7567817295458,50.643495341919,61.0851092217385,31.9480668420244,47.3746431597769,72.3164338499945
49,42.5024194770457,50.0064604840907,61.0418214480447,36.4982834099263,53.9358232736971,61.6591369377445
50,44.281993474303,48.4184524292412,59.3206848628273,42.8860575988889,47.0997207084037,49.6077461852698
51,45.0065347575665,48.6077724658142,58.9818644925757,33.0365319696781,40.3909875369581,56.2621204674851
52,45.1308105144532,49.9600351745005,58.0967283015951,44.0885595528655,54.3411191716667,63.9444375652887
53,45.3780544716104,48.7203342158145,57.1213676772396,45.2264495311163,46.5326337205624,61.1259923799567
54,45.530333519362,46.9671695489947,57.6777156798414,50.5779594711569,45.6709985578909,53.3039455581377
55,46.6361606383672,43.8828125621096,56.3252589219483,43.2289118263455,40.9086541246026,52.0034425334116
56,46.2634344593662,43.3956663618617,56.2180724182089,43.3794538949707,48.4228074327105,51.2708995485494
57,44.8726605886499,44.6139607812064,57.6932848831621,46.1563950679435,44.1154953852879,58.0508291450968
58,44.1168244255515,44.5966406284184,57.8742489367985,53.3055466332947,38.972232073387,60.953696442341
59,45.2315132437877,44.0835845240731,56.5475417866496,47.7999206700003,43.8587999089929,54.4235712955744
60,45.0286235174649,43.5388738692416,56.2218624782541,40.3810613755347,42.0117030421525,53.9544253036909
61,44.0854873393365,45.3308107885509,56.6028987197142,43.9217358952712,46.3965761212667,56.4231014551739
62,45.0411943098947,46.1781458711575,56.5325271310978,50.4114915819163,51.304739652466,57.2710663292514
63,44.9197755929939,46.3136793042152,55.2987648517497,46.3393426508058,46.3256466571002,60.5581486469079
64,46.0648798777473,46.4477207674653,55.2944678552592,41.2316891749687,51.3676526175597,59.3254689413219
65,46.7252976381001,48.5569891364898,56.5276808590747,48.2888953324808,48.2411029437694,54.971348528174
66,46.3725217313081,48.1600952083124,55.2921633296426,47.835241001819,47.8912795015385,53.4425277644268
67,46.2628130358653,48.5541741724376,55.5787462457222,45.3575601573934,54.7820089908968,56.8073780721169
68,45.2673665915055,49.4561181706927,55.3842897812388,42.3864925388041,53.1908969592996,49.2909846423895
69,44.1238720919361,50.2868741808989,56.1702422011971,52.3957361184493,46.6177600965108,59.3306189698018
70,44.7990812740366,50.5755636357208,57.8825717148801,43.1343907672197,46.3972149456767,59.6259240370037
71,44.7331037610258,51.4336834988352,55.6319926000252,34.6911037305496,48.2836632764111,62.8199630528497
72,45.6859521649379,50.2665228851231,55.0737069439182,44.6025924423707,50.8839110322946,55.0843956097414
73,45.9832763098769,50.8608619193374,54.6556870730687,46.8216165357398,52.1796788835236,55.7090061833864
74,46.3124914138803,51.7583250947692,55.515626820827,42.4620814275172,53.7975836491392,56.410603724871
75,45.4633908210038,51.581891771691,54.972848177299,48.7980536069751,49.9438210471695,49.864162808858
76,45.5491591960443,52.4447854078226,53.954299711751,41.6065739870012,51.1596609822711,49.1030016067349
77,44.491923543316,52.7861486079589,54.06327953504,40.6752501666793,56.4342375876608,55.9986626905751
78,44.8147800137635,51.4313113797113,52.7265204860208,41.4929450911908,48.2924250877943,37.517406507016
79,44.9418970689316,50.9670795860951,52.4538626437594,50.4583526490472,53.7623001922813,54.3378519387886
80,45.0170163619043,51.2117842285543,52.0524390081349,47.6856874691664,49.1086555949473,50.7045620525091
81,44.9685591510838,50.5483313050554,53.1063341771961,41.5226665801562,50.8486289373917,51.9328745693538
82,45.8927782800203,51.0955166021851,52.337294951164,47.8921615490265,57.8895811464751,52.8071974287813
83,45.8974818407409,52.5494915904293,50.8397924438154,34.2615074957212,51.4039838383976,50.7365599937917
84,46.5599507023756,54.0567870237389,51.270689866592,41.0924111851039,51.8092794383255,52.6170004633497
85,46.6315067015095,54.5599679567642,51.0639439248589,47.8675839856925,54.4054746289983,45.8998331899637
86,46.1759168462474,55.011372950009,49.8314001422885,46.6838900216784,56.3273421138093,50.4360332504073
87,45.3204275300081,55.1448731463301,49.2410841478671,34.1128871534165,53.7707390813154,39.4463162379753
88,45.7077355860902,55.6866102908891,48.79261004916,54.2652282603455,62.8232432421726,48.6331551317543
89,45.3620600504972,56.5962029607233,48.5530841522531,47.8001883968511,59.4444897075675,52.0418292830598
90,44.7637268360874,56.5798209674707,48.7855979717506,43.9689951654578,53.6060941001068,39.359269961435
91,44.51939940669,56.8479128769702,47.6414919333804,47.4875484694485,50.7426712505815,45.7153748673837
92,45.5168906682739,54.471282533343,48.0108792539575,49.2690441698396,57.1250382358899,57.3130847951138
93,43.6439758812837,54.0061787880338,48.0797555250073,49.6416602265261,51.0958540485568,54.7272993318978
94,43.5521931699566,53.5215372379554,47.9441209549526,37.9932007315854,56.5384637075739,41.3287885427834
95,41.1498466120297,52.9763978032314,46.2030395946676,41.9190726999017,53.9184398717435,38.1456079677851
96,41.1701057715379,53.5215631476943,46.3996653278384,41.1155589691333,58.1487812592016,53.2972231635225
97,41.1596191041028,53.8968380458135,47.7710909763117,47.5485835079185,45.1576279143463,44.6716135082423
98,42.3471924113877,53.2235983631629,46.6850556357402,47.9746854235046,46.2615608116692,37.6744420679113
99,42.3698331001734,52.6054062555504,46.9172508441986,47.1212864840468,53.6107367598203,41.0510997918588
100,42.1205738001896,53.0746282921573,45.6026442982871,46.2332757438884,61.187359874815,46.0506312559502
101,41.6464480367615,51.9225069208416,45.9445983396367,39.1615261008382,56.0778709831701,49.2495651205434
102,43.2155901675929,52.6017124657609,46.1681184606181,48.9727206242426,51.0817374914671,53.5142987805856
103,42.0710177197051,51.5517082752735,46.4108491649356,41.580655484802,48.3982763911453,48.7463658600605
104,42.7675219610385,51.9624284416387,47.2154356528913,42.6448788080455,57.2816042102549,39.9841196344925
105,44.2323272940001,51.0768023121037,46.4282469475348,42.4831622110302,50.9175387139448,53.0014525544891
106,44.8511131814994,51.9834056047141,46.9500644489919,52.6176709158016,56.8262247821427,49.6451083291419
107,44.6505305125857,53.4000300795759,47.9422215338974,48.8100903451561,51.4041553899935,45.7823926301069
108,44.62086313603,53.6994672937722,46.6806139303793,50.3588463582486,57.1354237781688,45.2346595971908
109,44.8918375458982,52.7154820785471,46.9336839723511,38.987805073679,51.2130970196193,46.0040522030077
110,46.8273145507,52.6114236477759,47.4598250630539,46.382742471591,55.0359616535038,54.7973288372693
111,47.1610033532598,53.5014312557911,47.1853097316614,41.3432683068406,56.9024399561746,51.4587024299707
112,47.6924182396309,52.9428960923473,46.3596658838539,50.7301147329174,56.1087000142329,33.7362572107215
113,45.6707018598529,54.1110502832396,47.9775997783293,46.0502681844316,53.2436450175423,49.2390046758152
114,45.8431358811324,53.7371151043673,46.9236118277215,49.7030406828395,50.0863289317627,39.3850055196483
115,47.1705669375719,54.3563673797253,46.6394082402239,42.5942665364189,53.0415743242194,42.4354657080852
116,49.0781274418764,54.5719891836221,47.2100668196065,55.5960705015095,54.9823784988145,41.6921135692294
117,51.0380374751522,55.2663101824622,46.6956814299733,61.0136806270407,51.8052527390314,47.0803554430068
118,50.3458589915873,55.1436551927568,47.2552899442405,48.117485303815,50.4991437781482,51.9202344900621
119,48.8221818524622,53.9378213851938,45.1221021602658,46.6756497841464,53.9954753027155,50.2677762185264
120,49.5822099021748,52.3583843168278,44.139234221907,58.099757238937,56.6158119036743,40.9486261813182
121,49.3911346096778,53.5819909012202,44.5699955099279,53.2682452292397,56.3208158893904,36.2756156381382
122,49.8622875839501,53.1721331935416,43.7860693267582,49.4531483321923,52.6478748547303,40.0233921669254
123,52.2912982055953,52.8251598122574,43.8261300353184,60.7109735283356,49.4719560101846,44.8041630568415
124,52.3668482035745,51.5382218786668,44.1530833031972,51.7935024147984,41.081857703446,44.5633273311587
125,52.171428282057,49.3333393394859,45.2620650465159,59.1927861805426,44.4023150011195,41.2371172814968
126,50.7266923775492,49.5358791281026,45.2974545206206,51.9771988295921,45.5901444382099,44.2740146192649
127,50.9848636950726,49.964135133602,45.1554127982906,56.4184686169119,57.6955495062713,48.1013065079175
128,50.067986134157,50.2285302484344,44.8346370328697,46.0593076816204,54.6354332838753,44.5466077372469
129,49.9218813023666,49.7926763957745,43.6235752608616,55.4876568337098,48.4398904798765,48.4258168861306
130,48.8428862389824,51.2555534602682,43.5881105862262,47.0400398142932,58.5506897679058,50.8693502449244
131,50.1568766173015,51.0812344507743,41.6713559482954,43.1074756398757,50.3081740456111,34.9375615763428
132,49.465721638994,50.2089885481848,41.7508635400908,49.6712758333595,52.0019011394633,55.453792603467
133,51.8225022282708,49.7771672317738,42.2723806160666,53.74566769626,50.2927055929801,50.9466803704699
134,53.218806265942,48.5298766601535,41.5524628007844,46.9720089615813,42.2915840727607,40.676796907492
135,53.0001003868331,46.9933429753912,43.0324634909046,52.0700515197266,49.4432439189577,46.4477225341497
136,52.9591723648227,47.5593785988396,43.2113091313311,49.4173603381981,40.431216287014,57.2068731372764
137,54.8806272891454,47.9378997717345,43.3204680043927,54.6078617464134,57.8169673093091,44.1176683956115
138,55.0283255149248,47.5630911163427,42.4721097392466,59.602607952656,46.4884483898128,39.4382429758178
139,54.4344191682161,46.6626751027946,43.8500682857379,53.1220735341164,49.5767824708381,46.7041911540037
140,54.6993105772494,47.1885540625545,42.9022080372385,51.6223690308233,45.3290438824942,38.7896612885296
141,54.4778315198439,47.0412184198396,43.9212537601925,59.4539296118784,39.522138962902,41.6375154682485
142,52.3732876850169,47.4852423957999,43.4195856673023,53.9111466342614,50.5108116218822,38.4688420257675
143,54.7634728064848,46.7573221822692,44.6075846230698,52.7132971340225,45.657821621794,40.4703385542399
144,56.0876847820277,46.256777887324,45.0178954137999,53.7093847944329,40.2042465016359,48.0660657029554
145,56.4555479542116,45.9319337540323,44.5943022680315,61.4195001656729,42.3846857183267,37.9678250943218
146,54.7736248639585,47.2910108936319,43.1878519084343,54.0721569528668,51.1137662984246,42.662000797013
147,54.584580829286,48.0977374971082,41.4397954313537,51.8575898365546,52.1605511630882,35.7593452271565
148,53.6696370108659,47.2003234605022,41.8049041958134,48.433296925566,50.9567838861996,36.9816354213381
149,53.5988729294709,48.2960380948488,42.3051961218604,62.2465850262866,52.9294176999392,35.5875608843601
150,52.7563468159133,51.0409150634864,40.7072198267944,55.7232970552635,49.1931255099763,43.3103119982328
151,53.7432093459397,49.9559006029192,41.6198988325183,42.1148982711507,47.3989641817114,44.7219510976775
