Trial,Mu_Option1,Mu_Option2,Mu_Option3,Reward_Option1,Reward_Option2,Reward_Option3
1,50.8647841957046,42.9415599914826,46.8909763839425,46.9649810754014,43.7978826014394,39.4702427493479
2,52.5846611841272,42.1744543279902,46.1073750398192,57.7259038997076,35.8194705113926,40.2746684180436
3,53.2141658895515,40.8352369810676,46.6781820813702,54.1629760563754,39.6342825216547,50.0487039633166
4,53.4874381735365,39.3824241110566,46.2180836471315,41.6436699524887,43.7544853275991,44.745034482445
5,51.2147809880921,41.1424975006748,46.7893091406455,60.3219268191838,32.9237733314217,49.3011442019109
6,51.2434553637473,43.4882145404087,48.8615087043979,50.3770698553412,44.5719499540607,52.4360753069718
7,50.4913139404181,43.8562509365256,47.6848393885534,57.7860034162459,41.1178318095506,61.3031070673232
8,49.0635414226543,42.8087686102589,47.0562364879223,52.4194958266133,35.2354174224808,49.5521511088047
9,49.3250748166575,41.7951871651179,45.7845654948181,46.379560116997,45.4190112469449,40.2134659426402
10,48.1772115501324,43.3101476052736,46.2590657885639,46.411624700523,44.9305776032552,49.0867383002255
11,46.8045887132073,44.1499786295883,47.5618198733496,43.9816839878963,43.5722059167349,44.4083041923003
12,45.6074150970109,44.4237056984728,48.9893787519845,53.0412081163941,52.6656557742956,46.8278731989827
13,46.7144569058042,44.4682978759285,48.8252481383213,45.9862518034258,55.6841996671613,49.9580758189597
14,47.3625590776135,44.9200236252179,50.107378154739,44.6524434067419,49.5103174328121,49.7866330948023
15,47.2581026485847,45.2404769453583,52.0538537766167,57.2533088562901,50.2830298970749,45.4674403214388
16,48.2386044012013,44.9399398127494,52.3190019108801,56.7266337825545,45.677995790077,56.476404001828
17,46.7675245281644,46.1844985965131,54.3869666388351,48.1814494216953,47.9785997991839,55.5189971398502
18,45.9522248432269,46.1622210231197,57.2927064816266,49.2814553499588,44.3007925355769,47.0946733505647
19,46.2282011455746,46.6432242230557,55.2864395930147,46.3299329616723,60.3422973379598,60.2517704268513
20,44.7149435547851,46.341133068741,55.9429039719808,41.3635491027583,48.2186914856229,64.2192135334784
21,45.1710025483975,47.5780337875747,58.6809732915947,43.1541909752042,47.011910863906,45.9130900606687
22,45.4933872010207,47.9498187313975,58.4206686060017,49.2926063688113,44.0363104868969,59.4881343409162
23,45.8033357469548,48.5352505000092,56.9259942787469,48.2095642496529,41.5708561119037,61.9715044460139
24,47.4991035029307,47.462384927796,55.5010766644391,48.4156510323057,51.4151094609871,47.7136690329362
25,46.6954619212521,48.610929356571,53.7841275863789,48.2811185085268,50.6359520600069,51.6083102920232
26,45.7739890378753,48.5068651751127,54.9353033798984,39.7240188986891,38.2167524697615,70.8208509684036
27,46.3614214039161,47.4887742972831,58.3621670692182,46.9575256968751,46.7182482242966,65.1087951249947
28,46.7536865179254,47.951913540252,57.010377508967,45.6719031213025,53.5681203987453,59.3489608358863
29,46.5096212922931,48.5041868699927,57.4033448552442,54.055014772414,49.3206880978953,62.4576739683897
30,46.5942845623662,48.1032369468974,56.911075885159,54.7476758242557,46.5325011835361,57.816266515381
31,45.9905082449642,46.5699305761194,57.6818029846643,54.5769820127449,45.9269525975262,57.6651353489447
32,46.8952525709816,46.1202838891083,57.2575062237825,50.7442301134625,37.7436758656176,57.7700176136467
33,47.3766006837173,46.1543466330801,56.6299668462176,48.7169211110606,45.6633103034176,49.7280871745243
34,46.412656544304,47.6424729762037,55.0792610610869,45.6154293838965,45.287756850517,55.7947462846321
35,47.146151181114,46.7513369778348,55.4159464258228,47.1992813195486,45.7444652600233,61.0799633564535
36,47.4653478066097,46.5307885808305,54.0692240169043,57.336964651589,45.2625656595227,55.2730085483555
37,47.5606823105773,46.7963302272535,52.9854199328887,46.0678750858505,45.1934370815197,60.7814052831344
38,47.3470388459527,47.1948235809227,53.6087826101302,46.2517853140542,35.3975286686352,45.7805166814153
39,45.4685744987246,46.9918057437264,54.0132115291672,45.0716046772587,45.1991044767971,46.0250624203492
40,45.0588567149241,47.4913773294693,53.1309431359787,40.4329101978908,49.6078557472456,60.9235310405027
41,45.2143933587429,46.1545726966317,51.784596928274,44.4674864593868,47.2575664239993,47.3758880322018
42,44.8055540658549,44.9933987122246,50.0728013488638,42.4241614985989,48.5414808077631,50.0616105916779
43,43.246443091204,42.9853939775915,50.0400742859562,47.2928670085005,45.9882115449347,49.9145506810767
44,42.7144437534522,43.1333643013911,51.2835652109475,42.462883841982,50.442932818826,50.5567311654841
45,42.6140992872104,45.2536479417846,51.3700800485012,46.6832828760527,43.2464394017684,37.4517947349332
46,44.07876079828,44.7405306531249,52.9776647701694,45.5458873881751,34.7031289320067,48.3602623329239
47,46.0397872269434,44.9756174591267,51.884319126924,48.1993768813991,34.246023837429,58.4930523035722
48,46.583090398429,43.9765503432563,50.5160792300592,37.520636633292,46.9108560530146,43.1182838883464
49,47.2362726391746,44.0882184926296,50.8530366956585,53.2487854604944,43.0220872336821,49.3482925055123
50,47.312246305552,42.782431434274,49.6854833262295,47.8766811945563,51.3130071042475,45.1695853045633
51,48.1822310966454,42.2899936131854,47.9524228727289,49.1706134181707,43.0117160114813,52.1127461723092
52,47.5359312935913,44.5759461774823,47.2394822160923,49.1307549851861,41.8741272904143,43.3353695948296
53,49.5600034174622,44.533431581265,46.8885586982876,47.8764025530258,48.1829140663136,43.4076513194197
54,49.6981821438198,46.8655188744996,48.256132889567,47.6838335456298,45.7926641927284,51.8811236210897
55,49.1239502746451,46.1550483626083,49.0594715702116,62.3674928904407,39.7420398092005,45.3357687931216
56,50.758357705226,47.1602143440974,48.2422452234899,52.4339322467892,47.0351246669279,62.1670477786464
57,51.0213389774122,47.6535493569946,47.8168179966028,51.0299266487863,53.6498366158662,57.2446227402013
58,50.6555043493646,48.2225504764197,47.9143276584273,53.9091974452744,51.9707603947383,58.1593300702377
59,50.217705861041,49.2171943989951,48.4367107925089,55.5610638390988,40.7579165169923,43.0633607759531
60,50.6986225672008,48.9593422113184,46.8186690026611,50.5157961831795,55.4952924735742,53.1173617917133
